TeamId,TeamName,SubmissionDate,Score
9307977,"TOK BOK KI","2022-10-30 15:01:20",0.81412
9230319,Knowicki,"2022-10-11 18:16:22",0.81388
9150976,"Boo Creator","2022-11-05 10:44:28",0.81365
8411695,toplayusout,"2022-11-09 02:20:45",0.81365
9431677,FairPlay,"2022-12-08 05:54:32",0.81365
9529775,cherry_long,"2022-12-05 15:25:58",0.81365
9289368,"Omar Attawneh #2","2022-11-01 10:35:42",0.81342
9526379,"1.5 scientist","2022-12-06 01:09:34",0.81342
9431837,"Eser Saygın","2022-11-18 21:04:06",0.81318
9083133,"Goose Goose Duck","2022-10-30 16:55:11",0.81295
9264031,"Rocket Gang","2022-10-31 09:36:12",0.81295
9527281,Lokesh,"2022-11-28 02:42:06",0.81295
9528081,sairaghava07,"2022-11-28 00:42:56",0.81295
9526356,"Soundarya Lahari Valipe","2022-11-28 03:08:25",0.81295
9526621,"V R Rohith Neralla","2022-11-28 03:30:00",0.81295
9528300,Sai_kumar,"2022-11-28 01:36:36",0.81295
9520208,SamhithaGunnam,"2022-11-28 01:38:22",0.81295
9395251,"SaiKrishna Sangeetha","2022-11-28 05:12:17",0.81295
9526917,"Sumanth Peruri","2022-11-28 02:37:10",0.81295
9523834,"Naga Govardhan Munagala","2022-11-28 03:31:10",0.81295
9527712,AnuradhaSahithiP,"2022-11-28 03:44:25",0.81295
9254038,rzywxd,"2022-10-16 04:46:34",0.81271
9239250,FlyMeToTheMoon,"2022-10-30 15:03:18",0.81271
9174457,PHATTHARAKIT_,"2022-10-31 01:28:58",0.81271
9425938,"Chenxi Yin. Tom","2022-11-11 07:42:55",0.81271
9439228,"Zeynep Abalı","2022-11-20 20:12:52",0.81271
9427386,"PREM GAIKWAD","2022-11-12 18:34:43",0.81271
9438710,"Gozde Aslantas","2022-11-29 14:43:17",0.81271
9524046,"Aishwaryasri Pati","2022-11-28 02:56:43",0.81271
9527892,Reetika_Monavarthi9,"2022-11-27 23:29:07",0.81271
9524669,"Vamshee Priya","2022-11-28 01:19:20",0.81271
9528141,Jas_Mani,"2022-11-27 23:47:21",0.81271
9528299,"Sidduri Sai","2022-11-28 00:44:18",0.81271
9527825,LearningPhase,"2022-11-28 00:46:59",0.81271
9527648,saicharan0312,"2022-11-28 00:47:43",0.81271
9527601,"Vijay Prakash Reddy","2022-11-28 03:24:26",0.81271
9527820,"Shashank Dubey","2022-11-28 03:30:48",0.81271
9527760,"chait rendu","2022-11-28 01:44:38",0.81271
9528175,KC1111,"2022-11-28 01:18:01",0.81271
9520351,"Sathvik Marpuri","2022-11-28 01:19:10",0.81271
9528168,"Pavan Swaroop","2022-11-28 03:42:47",0.81271
9528170,Duggirala_Karthiek,"2022-11-28 01:19:59",0.81271
9528661,"Bhagavath Nimmagadda","2022-11-28 02:41:01",0.81271
9528737,"  LMBabu ","2022-11-28 03:28:32",0.81271
9528124,"Jhansi Ravipati","2022-11-28 03:38:11",0.81271
9455807,"Hardik Chugh","2022-11-28 04:16:02",0.81271
9528257,Fawad573,"2022-11-28 04:53:47",0.81271
9525547,#Chandra..,"2022-11-28 04:57:29",0.81271
9486598,"Kevin Effendy","2022-11-28 17:35:14",0.81271
9474688,TSM,"2022-12-01 07:37:44",0.81271
9522893,zhangong,"2022-11-29 08:22:19",0.81271
9398286,"Minyoung Bae","2022-12-06 07:46:44",0.81271
9487953,"Tanveer Singh","2022-11-30 13:34:38",0.81271
9340949,BKim330,"2022-12-09 00:33:55",0.81271
9405772,"Chu, Seong Yeub","2022-12-07 10:53:51",0.81271
9549124,"Suliman Salih","2022-12-01 09:44:28",0.81271
9537372,"Nayeon Lee","2022-12-06 06:46:08",0.81271
9241999,"Priyanshu Tiwari98283","2022-12-02 21:24:18",0.81271
9563258,wpdphw,"2022-12-04 04:26:24",0.81271
9559023,"Alexander Sharipov","2022-12-06 02:06:15",0.81271
9430873,"Naufal Shidqi","2022-12-06 14:26:38",0.81271
9417880,SubinSHIN,"2022-12-07 12:13:59",0.81271
9580368,"Anar Rzayev","2022-12-07 12:36:15",0.81271
9582119,"Seong Yeub Chu","2022-12-07 12:57:38",0.81271
9586346,dlehgus7073,"2022-12-08 11:21:56",0.81271
9428999,OnurGreen,"2022-11-28 10:58:04",0.81248
9463607,"Hyuhng Min Kim","2022-12-07 12:47:25",0.81248
9174224,POPTMZD,"2022-10-29 18:32:50",0.81225
9459095,caiyu123,"2022-11-15 03:14:05",0.81225
9431531,"Fatih Demir","2022-11-28 09:45:03",0.81225
9519492,Akhil,"2022-11-27 17:25:45",0.81225
8211267,C4rl05/V,"2022-12-04 00:21:45",0.81225
9306963,Perriklis,"2022-10-18 12:14:45",0.81201
9216972,Intern__stellar,"2022-10-30 15:16:10",0.81201
9128351,Interstellar,"2022-10-30 15:11:03",0.81201
9362681,PONIIEZ,"2022-10-28 16:20:39",0.81201
9365113,CHAITHRA.S.ANCHAN,"2022-11-03 17:53:42",0.81201
9421407,ratorato,"2022-11-07 14:49:28",0.81201
9396907,"Yash Gharat","2022-11-28 01:40:14",0.81201
9481178,"Rushikesh Kankar","2022-11-25 05:57:32",0.81201
9421117,rooknpown,"2022-11-24 05:15:01",0.81201
9434533,"Younggeol Cho","2022-12-05 08:44:16",0.81201
9500603,Suhyunn,"2022-12-07 11:05:05",0.81201
9497793,"Fran Stilinovic","2022-11-25 17:56:22",0.81201
9520785,Ramasai,"2022-11-26 20:25:01",0.81201
9524000,kartal,"2022-11-27 00:32:20",0.81201
9524562,"Jitesh Parapoil","2022-11-28 02:24:14",0.81201
9527362,MikeStunner,"2022-11-28 01:46:23",0.81201
9515942,"Vijay #2","2022-11-27 19:31:36",0.81201
9527786,"Mukund Dhar","2022-11-28 02:40:57",0.81201
9528883,JITESH_PARAPOIL_21,"2022-11-28 04:48:26",0.81201
9525857,"Prudvi Kamtam","2022-11-28 04:54:32",0.81201
9530818,"Berkay Gündüz","2022-11-28 17:01:58",0.81201
9532923,"İclal Buse Çöğen","2022-11-28 19:27:06",0.81201
9365870,SSS,"2022-12-01 22:26:16",0.81201
9567571,CJH0507,"2022-12-07 06:47:27",0.81201
9365997,YSatoshi,"2022-11-04 13:18:33",0.81178
8845344,KimTaekyoung,"2022-11-16 02:25:16",0.81178
8335450,"Yevhen Lushnikov","2022-12-06 06:22:02",0.81178
9441974,"Damian LaRocque","2022-11-16 02:12:06",0.81155
9462089,kamodoyamoto,"2022-11-15 05:57:36",0.81155
9428285,"Katrin Reid","2022-11-15 20:38:02",0.81155
9449289,leonardowick,"2022-11-24 02:59:07",0.81155
9433083,"Ahmet Arif Turkmen","2022-11-19 06:14:02",0.81155
8631899,"Dom Moore","2022-12-03 22:55:51",0.81155
9528710,"Mukund Dhar #2","2022-11-28 04:37:00",0.81131
9523700,"Bhoomika Mathakala","2022-11-28 04:56:07",0.81131
9333326,Rocketship,"2022-10-30 08:02:09",0.81108
8816128,"Rifko Erlangga","2022-11-08 04:51:47",0.81108
9528092,"athena sanjana","2022-11-28 04:30:24",0.81108
9548974,"Mohammed Alkaldi","2022-12-01 10:15:42",0.81108
9167153,"Luiz Afonso","2022-10-30 18:34:31",0.81084
9317491,"Sergey Stepanov","2022-11-06 17:04:29",0.81084
9365893,Fish,"2022-12-01 13:14:47",0.81084
9251520,"A Humphrey","2022-11-22 23:40:43",0.81061
9322975,Ordorr,"2022-10-30 22:30:21",0.81061
9384973,YeungTszWa,"2022-11-11 15:57:28",0.81061
8268963,"Kerem Kosif","2022-11-19 09:19:34",0.81061
9440474,el_dAna,"2022-11-28 12:58:56",0.81061
9541585,"Turki Alotabi","2022-12-01 10:01:35",0.81061
9311906,wuyue,"2022-10-18 07:51:52",0.81038
9374675,HARLEY888,"2022-10-30 16:02:02",0.81038
9293497,"Nicolas Adamini","2022-11-04 13:49:56",0.81038
9250387,"Muhammad Tawfiq","2022-11-20 12:21:53",0.81038
9526718,Mr.Kian,"2022-11-28 00:17:20",0.81038
9527364,"Aditya Kumar #3","2022-11-27 21:38:43",0.81038
9402840,"Ashritha Kuchibhotla","2022-11-28 03:34:47",0.81038
9528009,"chaitanya Gudimalla","2022-11-28 04:55:06",0.81038
9523141,Sriram_Kurapati,"2022-11-28 03:12:08",0.81038
9328912,"Team C","2022-11-30 15:48:39",0.81038
9544931,wsanchezc,"2022-12-04 13:39:34",0.81038
9577329,CGVsuhyun,"2022-12-07 06:51:45",0.81038
9075754,dudadmitry,"2022-11-17 19:09:21",0.81014
9339854,clcrbf,"2022-10-30 03:54:56",0.81014
9169314,"Normal Earth","2022-10-30 08:07:32",0.81014
9331962,BrownMunda,"2022-10-30 17:15:22",0.81014
9350187,tukBang,"2022-11-03 10:33:14",0.81014
9444221,"Doğuş Köse","2022-11-19 08:50:59",0.81014
9526888,"Lokeswara Reddy Badu","2022-11-27 21:45:08",0.81014
9243391,"Yksin Young","2022-10-12 15:41:17",0.80991
9273258,ToyamaKohei,"2022-10-17 07:21:43",0.80991
9320754,"Thomas Errington","2022-10-20 18:43:30",0.80991
9428924,"POUYA POURAKBARIAN NIAZ","2022-11-10 20:18:46",0.80991
9294387,HaoKK,"2022-11-24 02:38:06",0.80991
9313331,"Illia Tikhonov","2022-11-15 10:46:10",0.80991
9439402,ervau,"2022-11-16 13:42:17",0.80991
9428911,"çağın özkaya","2022-11-22 17:47:55",0.80991
9532250,"Benny Fung","2022-12-06 19:03:52",0.80991
9551720,"Yong Bin kwon","2022-12-07 14:56:06",0.80991
9216948,"My heart will go on","2022-10-30 13:05:13",0.80967
9350764,tetsuya11,"2022-10-25 20:02:59",0.80967
9372370,"Playing With Fire","2022-10-30 17:56:09",0.80967
9345441,"Matsvei Parmon","2022-11-02 15:30:03",0.80967
8488324,eRRoR,"2022-11-09 07:19:14",0.80967
9410857,"Lyubimov Anton","2022-11-24 22:18:34",0.80967
9480761,"Roman Lukyanov","2022-11-25 06:45:04",0.80967
9417508,"Камал Вугар оглы Эфендиев","2022-11-26 12:43:08",0.80967
9441829,"Matheus Cruz","2022-11-28 01:05:47",0.80967
9317198,"[Deleted] 4d5fcf0f-7267-415a-845e-f45d5a2cf337","2022-12-07 01:00:03",0.80967
9520746,XUNLZL,"2022-12-09 14:41:50",0.80967
9576050,korea123456,"2022-12-07 14:57:40",0.80967
9349044,"Arthur, Nadir et Vincent","2022-11-10 15:14:18",0.80944
9494070,JNJNG_PARK,"2022-11-24 16:00:52",0.80944
9526700,"Yaswanth Reddy","2022-11-27 19:32:21",0.80944
9442571,"Kazım Timuçin Utkan","2022-11-28 11:43:58",0.80944
8696106,"Tejas Phaterpekar","2022-12-08 05:38:50",0.80944
9201095,DL01,"2022-10-13 12:49:46",0.80921
9185916,Solved,"2022-10-19 01:38:07",0.80921
9229569,Normal,"2022-10-30 12:30:02",0.80921
9239024,"Andrey Terentiev","2022-10-25 05:33:46",0.80921
9356299,"Enzo Magal","2022-11-02 18:05:25",0.80921
9433264,"Waleed OmarEzz","2022-11-09 10:50:37",0.80921
9371781,"Marios Ch.","2022-11-23 11:16:24",0.80921
9524348,"Rakesh High","2022-11-27 18:41:28",0.80921
9139183,"sricharan maddena","2022-11-27 16:26:26",0.80921
9524297,"sunil kumar 27b","2022-11-27 18:47:10",0.80921
9535432,Jiyeong303,"2022-12-01 09:23:37",0.80921
9549181,Ibrahim_Alrayes_Riyadh_1618,"2022-12-01 12:11:51",0.80921
9494691,chengzi_lhc,"2022-12-08 05:10:53",0.80921
9567396,"Jeremiah Rogers","2022-12-06 17:37:36",0.80921
9581067,"[Deleted] 8addf3a9-ec68-4cc5-a9c0-3d595d2b667d","2022-12-07 08:41:59",0.80921
8400628,"Diana Laveena","2022-10-11 06:59:30",0.80897
9275930,"Mike Woodward","2022-10-17 13:52:51",0.80897
9133883,"Not Verified","2022-10-28 12:22:47",0.80897
9355182,lnet26,"2022-11-02 13:56:31",0.80897
9004014,"Eugene Zabuzov","2022-11-15 05:58:09",0.80897
9379415,"Takuma Kakinoue","2022-11-21 08:39:32",0.80897
9444455,"Can Özden","2022-11-20 12:53:43",0.80897
9373714,"Sonny Bhatia","2022-11-22 23:39:53",0.80897
9532260,"ACSE gang","2022-12-07 01:56:23",0.80897
9236031,"Arthur Isaac","2022-10-11 14:55:50",0.80874
9238568,"HIKARU KOBAYASHI","2022-10-11 09:31:47",0.80874
9260649,Elena,"2022-10-13 00:04:31",0.80874
8211637,"Musa Khan","2022-10-19 03:47:39",0.80874
9299290,ZeL1k7,"2022-11-08 15:22:25",0.80874
9296451,sightseeing,"2022-10-21 14:18:31",0.80874
8211587,xdm67959,"2022-10-24 03:26:59",0.80874
9142240,sawwwwwwwwKheeFinodeang,"2022-10-29 04:31:29",0.80874
9363309,pammap,"2022-10-29 13:13:13",0.80874
9400791,"Maxim Osipenko","2022-11-04 09:28:07",0.80874
9320811,gustavoolavarria,"2022-11-13 17:21:29",0.80874
9318967,"Joao Antonio & Tiago Freitas","2022-11-21 20:43:48",0.80874
9435703,"Fikri Cetin","2022-11-17 16:04:27",0.80874
9486118,Mai,"2022-11-19 09:30:31",0.80874
9498445,"Fillali Ayoub","2022-11-26 10:41:50",0.80874
9524135,"Mudit Dixit","2022-11-27 03:53:10",0.80874
9524449,"Chetan Choudhary","2022-11-27 04:34:52",0.80874
9454545,"Soumik Ghosh","2022-11-27 07:41:48",0.80874
9524101,"Poojitha Mutteneni","2022-11-27 15:02:42",0.80874
9455406,fengyibo_prince,"2022-11-28 09:05:23",0.80874
9533025,"Ahmad Abdulaal","2022-12-05 20:09:11",0.80874
8339767,RyuGood0,"2022-10-19 13:06:20",0.80851
9298353,"Tony Stark","2022-10-21 03:22:22",0.80851
9263945,"shoab ahamed","2022-10-26 16:19:05",0.80851
9319867,"Ritika Mehrotra","2022-10-31 19:47:18",0.80851
8769174,"Roman Usachev","2022-11-01 21:02:50",0.80851
9252931,SoonK,"2022-11-26 14:26:28",0.80851
9328855,"Jay Hwang","2022-10-26 11:39:08",0.80827
9317766,"Moon Lee","2022-10-27 11:51:27",0.80827
9350712,armata615,"2022-11-11 17:31:22",0.80827
9436178,"Cem Tepe","2022-11-10 02:27:46",0.80827
9443737,"Kaan Catmalar","2022-11-19 10:06:31",0.80827
9521642,"[Deleted] cbe64688-890d-4360-831c-d820f355b7ad","2022-11-26 13:05:06",0.80827
9529032,"Mukund Dhar #3","2022-11-28 04:51:51",0.80827
9550437,"Igor Kuszczak","2022-12-05 11:31:36",0.80827
9576708,sadfmnlkasjls11,"2022-12-06 12:26:21",0.80827
9576921,adasdads,"2022-12-06 13:12:51",0.80827
9523573,gparaskev,"2022-12-08 12:29:58",0.80827
9225523,"Goose squad","2022-10-26 16:15:01",0.80804
9130160,"ha seung won","2022-11-07 00:56:24",0.80804
9393485,yswang_add,"2022-11-06 02:25:53",0.80804
9436020,yigittoz,"2022-11-28 18:28:42",0.80804
9433135,rOlmez,"2022-11-28 14:49:30",0.80804
9522404,"[Deleted] 129a9a0d-fb52-49e4-aaf7-6e8dc843047a","2022-11-27 01:07:52",0.80804
9524128,"Shishir Kumar Singh","2022-11-27 01:37:47",0.80804
9516121,"Virat Krishna","2022-11-28 01:39:18",0.80804
9511495,"[Deleted] 92c3ca05-5310-4bcf-ae62-2779d10f89f5","2022-12-01 11:24:18",0.80804
9580847,"[Deleted] 9faa6a50-3a6b-4c0e-965e-f621059f2cf1","2022-12-07 06:35:48",0.80804
9432101,"Yeongeun Ryu","2022-12-07 12:27:31",0.80804
9142151,kmeich,"2022-11-12 06:15:38",0.80780
9193902,辰粉與他的快樂夥伴,"2022-10-16 15:14:53",0.80780
9289195,"Ibrahim C.","2022-11-03 20:37:30",0.80780
9440848,"Alper Saydam","2022-11-20 20:12:35",0.80780
9429620,tenere,"2022-11-22 20:12:37",0.80780
9527967,AVBPR271,"2022-11-28 01:26:48",0.80780
9527702,Saicharanreddy33,"2022-11-28 04:41:44",0.80780
9265621,nike01705,"2022-12-09 03:15:22",0.80780
9295660,Konrad_LX,"2022-10-15 12:00:45",0.80757
9275275,"Abdulmumin Idris","2022-10-30 00:29:01",0.80757
9371914,narutooooooooo,"2022-11-16 12:27:46",0.80757
8405996,"Bart Boerman","2022-12-06 21:31:41",0.80757
9428767,Team9_E2,"2022-11-08 19:50:35",0.80757
9444180,necipgurler,"2022-11-19 06:18:38",0.80757
9462253,CSR,"2022-11-19 04:02:05",0.80757
8968546,"Michael Ernst","2022-11-19 23:00:06",0.80757
9436079,Dorian.Gray12,"2022-12-09 10:08:10",0.80757
9438218,"Emine Ayşe Sunar","2022-11-27 14:43:12",0.80757
9512356,ALTF4,"2022-11-27 17:15:25",0.80757
9434220,"Erdinc Turk","2022-11-28 21:10:29",0.80757
9535273,joonchoi518,"2022-12-07 05:54:15",0.80757
9326479,AhmedRaza_EB19103011,"2022-10-20 20:36:26",0.80734
9335068,"Prasad Shingare","2022-10-22 12:05:47",0.80734
9375962,Neha,"2022-10-31 14:13:35",0.80734
9384775,"Shaheer Hasan","2022-11-01 06:06:23",0.80734
9392310,"Syed Qasim Hassan","2022-11-02 08:14:47",0.80734
8834109,"Loredana Gheorghe","2022-11-04 13:32:26",0.80734
9430369,"Jingzhou Zhu","2022-11-09 04:55:29",0.80734
9079762,arrogantic_deer,"2022-11-11 16:41:56",0.80734
9445600,Jbosse,"2022-11-11 17:54:58",0.80734
9447362,nsynsy,"2022-11-12 05:13:44",0.80734
9407510,"Rorie Balala","2022-11-12 09:46:05",0.80734
9449518,"Shekhar Singh","2022-11-12 16:03:02",0.80734
9443429,DenisG04,"2022-11-12 22:58:43",0.80734
9435920,"Emrullah Ataklı","2022-11-18 19:20:59",0.80734
9435452,"Mehmet Anıl TAYSİ","2022-11-14 18:57:41",0.80734
9441116,"Nick Tucker","2022-11-18 22:44:20",0.80734
9477400,"Geo Saragih","2022-11-19 09:53:09",0.80734
8780807,"Sergey Sirosh","2022-11-22 11:25:16",0.80734
9450333,"Pedro Oliveira","2022-11-26 11:35:45",0.80734
8552376,curiouslearner07,"2022-11-26 17:58:31",0.80734
9510102,"VICTOR NKWOCHA","2022-11-26 20:43:52",0.80734
9524351,bourne,"2022-11-27 04:34:08",0.80734
9378188,Slun,"2022-11-28 00:00:19",0.80734
9527099,"Santhan Ratakonda","2022-11-27 17:11:14",0.80734
9439511,"Zülal Beyza Yaylı","2022-11-28 16:09:36",0.80734
9502527,"Ronahi Ay","2022-11-28 18:35:18",0.80734
9531324,aslemikk,"2022-11-28 17:35:42",0.80734
9436392,"Yifei Zhang","2022-12-04 00:18:58",0.80734
9552084,"Juliobfa d","2022-12-07 22:56:42",0.80734
9567912,"Ali Rasheed","2022-12-05 04:52:10",0.80734
9533370,"Peter Krejzl","2022-12-06 09:23:36",0.80734
9296452,leeheewon-01,"2022-12-06 00:28:07",0.80734
8558202,A999,"2022-12-06 22:30:04",0.80734
9321104,Thunders,"2022-12-07 01:32:40",0.80734
9229828,"Adnan Shikh Alhaddadeen","2022-10-12 10:01:46",0.80710
8582869,"Timur Rashitov","2022-10-11 12:17:49",0.80710
9258668,兔田張凱博,"2022-10-17 14:48:57",0.80710
9221498,DeepImpact,"2022-10-15 01:12:39",0.80710
9308150,"Simon Delalande","2022-10-17 20:30:36",0.80710
9239872,Lex,"2022-10-28 08:24:21",0.80710
9298816,Sgonnikov,"2022-10-21 15:44:42",0.80710
9211744,Yuse,"2022-11-03 03:14:46",0.80710
9416240,"Nafis Anwari","2022-11-11 17:25:42",0.80710
9395655,"Xinlong Liu","2022-11-14 03:39:53",0.80710
9451979,JMVJ,"2022-11-15 18:17:23",0.80710
9459211,"Berke Dilekoglu","2022-11-17 23:23:10",0.80710
9435107,"Ali Tunahan Işık","2022-11-25 12:26:22",0.80710
9487537,ourkan95,"2022-11-28 15:24:10",0.80710
9133150,KushnarevOR,"2022-12-07 01:48:19",0.80710
9290928,"KMS/Koji M","2022-10-19 08:47:20",0.80687
9335596,"Runo Harris","2022-10-28 18:07:58",0.80687
9438665,"halit ates","2022-11-28 12:49:07",0.80687
9440031,"Arda Tavusbay","2022-11-28 23:34:10",0.80687
9487448,"Ahmed Gado","2022-12-04 06:19:06",0.80687
9393747,shiochoi,"2022-12-05 05:20:55",0.80687
9575848,Skyraxer,"2022-12-06 13:28:28",0.80687
9523177,"Dmitry Tatarintsev","2022-12-09 14:17:41",0.80687
9234491,"Babatunde Akeredolu","2022-10-14 08:24:42",0.80664
9292585,tiansztianszs,"2022-10-27 02:14:45",0.80664
8948638,"SAD BRY1","2022-10-26 00:45:44",0.80664
9338013,"Norrawee Charnpinyo","2022-10-23 08:10:46",0.80664
9360868,"Whoo Ben","2022-11-01 08:50:14",0.80664
9429141,"Rabia Eda Yılmaz","2022-12-01 10:45:24",0.80664
9438899,Egorgij21,"2022-11-12 17:10:07",0.80664
9428914,"Tunahan Üçel","2022-11-25 20:47:24",0.80664
9434030,Mauregato,"2022-11-15 12:52:03",0.80664
9457584,"Yanis Adel","2022-11-14 13:54:25",0.80664
9411987,"Anders-Marius Gjerdalen","2022-11-17 20:42:02",0.80664
9502702,kaihuu,"2022-11-23 05:03:47",0.80664
8225178,Jolin,"2022-11-27 00:00:13",0.80664
9527339,"Navya Sagi","2022-11-28 02:47:09",0.80664
9514866,"Muhammad A. Haider","2022-11-28 03:56:07",0.80664
9506598,JackWWWWW,"2022-11-29 12:48:04",0.80664
9387362,Ahmad_bubabello007,"2022-12-09 08:32:01",0.80664
9273467,"Laplace Instigator","2022-10-11 10:35:52",0.80640
9279689,KevinHo,"2022-10-16 16:06:13",0.80640
8738067,Cyril39,"2022-10-19 11:39:45",0.80640
8875318,"Yassar Mohammed","2022-10-29 21:27:18",0.80640
9169238,kentaro,"2022-11-01 13:06:36",0.80640
9224648,"Boolean Autocrats","2022-11-19 06:56:35",0.80640
9365998,"Jay Bhatt","2022-11-11 06:50:59",0.80640
9406037,"Dolapo Adebo","2022-12-02 15:48:14",0.80640
9448388,duan_suyang,"2022-11-12 11:15:54",0.80640
9440685,bigheadlau,"2022-11-14 02:43:26",0.80640
9458017,Rashwinder,"2022-11-26 09:27:34",0.80640
9361510,"H SS","2022-11-23 13:43:57",0.80640
9444578,ariayun,"2022-11-26 07:06:10",0.80640
9273163,lixfz,"2022-11-27 13:37:51",0.80640
9527765,AlexaCassidyy,"2022-11-29 04:44:42",0.80640
8829203,blueOrange,"2022-12-09 11:30:58",0.80640
9586865,"Victor Shlepov","2022-12-09 14:59:39",0.80640
8514032,Laszlo,"2022-12-04 16:03:09",0.80617
9404693,Jamm,"2022-11-04 10:47:01",0.80617
9293917,"Omer Bolukbasi","2022-11-12 18:51:27",0.80617
9330471,"Randyll Pandohie","2022-11-14 23:02:17",0.80617
9440564,"Serhan Çiftlikçi","2022-11-16 16:25:45",0.80617
9445681,"tasnuba jamal","2022-11-13 01:10:28",0.80617
9464385,xiaobai_xixi,"2022-11-16 13:53:23",0.80617
9298581,一支队伍,"2022-11-16 08:19:03",0.80617
9429601,"Üzeyir Saçıkay","2022-11-15 20:25:27",0.80617
9362395,"Adrián Sanjuán Espejo","2022-11-17 17:02:08",0.80617
9528265,"Nikhitha Konda","2022-11-28 00:37:05",0.80617
9528530,YmailSSB,"2022-11-28 01:51:03",0.80617
9527576,"Suprit Bobade","2022-11-28 02:42:52",0.80617
9528007,"Dhanashree Dilip Shinde","2022-11-28 02:59:02",0.80617
9529054,"Jitesh Parapoil 2106","2022-11-28 04:58:14",0.80617
9459620,"Güldeniz Bektaş","2022-11-29 19:41:50",0.80617
9394197,"Re4per (Nikita Kosyanov)","2022-11-30 21:09:16",0.80617
9513931,"Aye Tesf","2022-12-05 15:19:12",0.80617
